163
182
147
146
144
119
127
139
138
150
142
133
112
140
112
145
128
122
119
116
99
112
141
111
112
109
113
117
108
101
127
99
95
101
109
107
93
100
130
114
97
127
131
136
101
103
100
98
93
103
102
100
100
97
107
103
117
99
105
100
103
99
123
93
102
98
96
104
97
104
107
100
102
93
97
99
97
98
94
92
96
98
108
99
107
97
101
97
95
121
102
102
94
89
99
97
121
101
94
101
